State,Date,Year,Month Name,Petrol Price
Imo,01/01/2020,2020,January,145.5
Imo,01/02/2020,2020,February,145
Imo,01/03/2020,2020,March,145.6521739
Imo,01/04/2020,2020,April,126.6666667
Imo,01/05/2020,2020,May,126.5384615
Imo,01/06/2020,2020,June,129.7
Imo,01/07/2020,2020,July,145
Imo,01/08/2020,2020,August,149.8695652
Imo,01/09/2020,2020,September,161.9782609
Imo,01/10/2020,2020,October,161.6111111
Imo,01/11/2020,2020,November,168.4
Imo,01/12/2020,2020,December,166.7272727
Imo,01/01/2021,2021,January,163.7272727
Imo,01/02/2021,2021,February,168.6363636
Imo,01/03/2021,2021,March,179.2
Imo,01/04/2021,2021,April,166.9411765
Imo,01/05/2021,2021,May,167.4
Imo,01/06/2021,2021,June,166.5454545
Imo,01/07/2021,2021,July,166.75
Imo,01/08/2021,2021,August,165.8695652
Imo,01/09/2021,2021,September,167.3
Imo,01/10/2021,2021,October,165.8333333
Imo,01/11/2021,2021,November,174.8947368
Imo,01/12/2021,2021,December,165.3333333
Imo,01/01/2022,2022,January,168.0769231
Imo,01/02/2022,2022,February,171.2608696
Imo,01/03/2022,2022,March,205.8823529
Imo,01/04/2022,2022,April,169.68
Imo,01/05/2022,2022,May,188.2352941
Imo,01/06/2022,2022,June,179.7368421
Imo,01/07/2022,2022,July,175.7857143
Imo,01/08/2022,2022,August,187.3333333
Imo,01/09/2022,2022,September,189.29
Imo,01/10/2022,2022,October,195.0909091
Imo,01/11/2022,2022,November,197.5
Imo,01/12/2022,2022,December,202.1666667
Imo,01/01/2023,2023,January,332.1428571
Imo,01/02/2023,2023,February,316.4705882
Imo,01/03/2023,2023,March,332.6666667
Imo,01/04/2023,2023,April,310.55
Imo,01/05/2023,2023,May,300
Imo,01/06/2023,2023,June,546.4285714
Imo,01/07/2023,2023,July,615.7368421
Imo,01/08/2023,2023,August,623.3846154
Imo,01/09/2023,2023,September,621.25
Imo,01/10/2023,2023,October,618.5714286
Imo,01/11/2023,2023,November,633.1764706
Imo,01/12/2023,2023,December,683.6842105
Imo,01/01/2024,2024,January,687
Imo,01/02/2024,2024,February,705.5125455
Imo,01/03/2024,2024,March,725.5555556
Imo,01/04/2024,2024,April,712.7777778
Jigawa,01/01/2016,2016,January,104.7
Jigawa,01/02/2016,2016,February,98.8
Jigawa,01/03/2016,2016,March,143.1
Jigawa,01/04/2016,2016,April,170.6
Jigawa,01/05/2016,2016,May,145.3
Jigawa,01/06/2016,2016,June,145.4
Jigawa,01/07/2016,2016,July,145
Jigawa,01/08/2016,2016,August,144.7
Jigawa,01/09/2016,2016,September,144.5
Jigawa,01/10/2016,2016,October,146.5
Jigawa,01/11/2016,2016,November,144.3
Jigawa,01/12/2016,2016,December,144.5
Jigawa,01/01/2017,2017,January,151
Jigawa,01/02/2017,2017,February,147.8571429
Jigawa,01/03/2017,2017,March,148.2666667
Jigawa,01/04/2017,2017,April,145.6153846
Jigawa,01/05/2017,2017,May,147.3076923
Jigawa,01/06/2017,2017,June,145.7692308
Jigawa,01/07/2017,2017,July,145.6666667
Jigawa,01/08/2017,2017,August,143.89
Jigawa,01/09/2017,2017,September,145.1666667
Jigawa,01/10/2017,2017,October,143.8
Jigawa,01/11/2017,2017,November,145.5
Jigawa,01/12/2017,2017,December,165
Jigawa,01/01/2018,2018,January,200.255
Jigawa,01/02/2018,2018,February,150.1428571
Jigawa,01/03/2018,2018,March,180.93
Jigawa,01/04/2018,2018,April,160.46
Jigawa,01/05/2018,2018,May,154
Jigawa,01/06/2018,2018,June,146.2941176
Jigawa,01/07/2018,2018,July,146.2941176
Jigawa,01/08/2018,2018,August,145.25
Jigawa,01/09/2018,2018,September,150
Jigawa,01/10/2018,2018,October,144.2941176
Jigawa,01/11/2018,2018,November,144.2941176
Jigawa,01/12/2018,2018,December,144.2142857
Jigawa,01/01/2019,2019,January,145.6923077
Jigawa,01/02/2019,2019,February,145.2857143
Jigawa,01/03/2019,2019,March,144.94
Jigawa,01/04/2019,2019,April,145
Jigawa,01/05/2019,2019,May,145
Jigawa,01/06/2019,2019,June,145
Jigawa,01/07/2019,2019,July,145
Jigawa,01/08/2019,2019,August,145.45
Jigawa,01/09/2019,2019,September,145.3571429
Jigawa,01/10/2019,2019,October,145.4545455
Jigawa,01/11/2019,2019,November,144.2941176
Jigawa,01/12/2019,2019,December,144.1428571
Jigawa,01/01/2020,2020,January,144.77
Jigawa,01/02/2020,2020,February,145
Jigawa,01/03/2020,2020,March,145.0714286
Jigawa,01/04/2020,2020,April,140.5714286
Jigawa,01/05/2020,2020,May,137.8888889
Jigawa,01/06/2020,2020,June,128.8888889
Jigawa,01/07/2020,2020,July,143.0941176
Jigawa,01/08/2020,2020,August,143.4117647
Jigawa,01/09/2020,2020,September,159.4117647
Jigawa,01/10/2020,2020,October,159.5384615
Jigawa,01/11/2020,2020,November,167.1666667
Jigawa,01/12/2020,2020,December,165
Jigawa,01/01/2021,2021,January,163.4615385
Jigawa,01/02/2021,2021,February,163.5714286
Jigawa,01/03/2021,2021,March,166.4615385
Jigawa,01/04/2021,2021,April,170
Jigawa,01/05/2021,2021,May,164.5714286
Jigawa,01/06/2021,2021,June,165.8125
Jigawa,01/07/2021,2021,July,164.3333333
Jigawa,01/08/2021,2021,August,164.6428571
Jigawa,01/09/2021,2021,September,170.6153846
Jigawa,01/10/2021,2021,October,164.8571429
Jigawa,01/11/2021,2021,November,170.4545455
Jigawa,01/12/2021,2021,December,168.8
Jigawa,01/01/2022,2022,January,165
Jigawa,01/02/2022,2022,February,165
Jigawa,01/03/2022,2022,March,165.7142857
Jigawa,01/04/2022,2022,April,172.22
Jigawa,01/05/2022,2022,May,176.4285714
Jigawa,01/06/2022,2022,June,170
Jigawa,01/07/2022,2022,July,192.3333333
Jigawa,01/08/2022,2022,August,210.5
Jigawa,01/09/2022,2022,September,205.62
Jigawa,01/10/2022,2022,October,205.77
Jigawa,01/11/2022,2022,November,210.25
Jigawa,01/12/2022,2022,December,213.9285714
Jigawa,01/01/2023,2023,January,281.4285714
Jigawa,01/02/2023,2023,February,329.1666667
Jigawa,01/03/2023,2023,March,316.6666667
Jigawa,01/04/2023,2023,April,305
Jigawa,01/05/2023,2023,May,297.5
Jigawa,01/06/2023,2023,June,556.6666667
Jigawa,01/07/2023,2023,July,625.8
Jigawa,01/08/2023,2023,August,619
Jigawa,01/09/2023,2023,September,617.4166667
Jigawa,01/10/2023,2023,October,627.5
Jigawa,01/11/2023,2023,November,677.6666667
Jigawa,01/12/2023,2023,December,682
Jigawa,01/01/2024,2024,January,679.6666667
Jigawa,01/02/2024,2024,February,696.4285714
Jigawa,01/03/2024,2024,March,708.3333333
Jigawa,01/04/2024,2024,April,711.5384615
Kaduna,01/01/2016,2016,January,95.7
Kaduna,01/02/2016,2016,February,90.6
Kaduna,01/03/2016,2016,March,139.8
Kaduna,01/04/2016,2016,April,146.3
Kaduna,01/05/2016,2016,May,144.6
Kaduna,01/06/2016,2016,June,145.6
Kaduna,01/07/2016,2016,July,142
Kaduna,01/08/2016,2016,August,152.3
Kaduna,01/09/2016,2016,September,151.8
Kaduna,01/10/2016,2016,October,145.9
Kaduna,01/11/2016,2016,November,147.6
Kaduna,01/12/2016,2016,December,145
Kaduna,01/01/2017,2017,January,148.3
Kaduna,01/02/2017,2017,February,145.625
Kaduna,01/03/2017,2017,March,153
Kaduna,01/04/2017,2017,April,145
Kaduna,01/05/2017,2017,May,148.6666667
Kaduna,01/06/2017,2017,June,148.75
Kaduna,01/07/2017,2017,July,145
Kaduna,01/08/2017,2017,August,144.75
Kaduna,01/09/2017,2017,September,145.5333333
Kaduna,01/10/2017,2017,October,144.8333333
Kaduna,01/11/2017,2017,November,145
Kaduna,01/12/2017,2017,December,162.8125
Kaduna,01/01/2018,2018,January,215.9090909
Kaduna,01/02/2018,2018,February,165.8571429
Kaduna,01/03/2018,2018,March,147.29
Kaduna,01/04/2018,2018,April,153.85
Kaduna,01/05/2018,2018,May,150.81
Kaduna,01/06/2018,2018,June,150.75
Kaduna,01/07/2018,2018,July,150.75
Kaduna,01/08/2018,2018,August,151.4761905
Kaduna,01/09/2018,2018,September,150.5333333
Kaduna,01/10/2018,2018,October,150.75
Kaduna,01/11/2018,2018,November,156.75
Kaduna,01/12/2018,2018,December,145.25
Kaduna,01/01/2019,2019,January,146.2222222
Kaduna,01/02/2019,2019,February,146.0833333
Kaduna,01/03/2019,2019,March,144.44
Kaduna,01/04/2019,2019,April,144.6875
Kaduna,01/05/2019,2019,May,144.8
Kaduna,01/06/2019,2019,June,144.6875
Kaduna,01/07/2019,2019,July,144.8
Kaduna,01/08/2019,2019,August,144.68
Kaduna,01/09/2019,2019,September,144.1333333
Kaduna,01/10/2019,2019,October,144.6875
Kaduna,01/11/2019,2019,November,145.75
Kaduna,01/12/2019,2019,December,146.5
Kaduna,01/01/2020,2020,January,145.22
Kaduna,01/02/2020,2020,February,145.2105263
Kaduna,01/03/2020,2020,March,145.6428571
Kaduna,01/04/2020,2020,April,136.7857143
Kaduna,01/05/2020,2020,May,135.8181818
Kaduna,01/06/2020,2020,June,127.4705882
Kaduna,01/07/2020,2020,July,143.7263158
Kaduna,01/08/2020,2020,August,150.1692308
Kaduna,01/09/2020,2020,September,158.1692308
Kaduna,01/10/2020,2020,October,161.4615385
Kaduna,01/11/2020,2020,November,163.8333333
Kaduna,01/12/2020,2020,December,155
Kaduna,01/01/2021,2021,January,163.4
Kaduna,01/02/2021,2021,February,165
Kaduna,01/03/2021,2021,March,169.9166667
Kaduna,01/04/2021,2021,April,166.8333333
Kaduna,01/05/2021,2021,May,164.3846154
Kaduna,01/06/2021,2021,June,165.5
Kaduna,01/07/2021,2021,July,165.1071429
Kaduna,01/08/2021,2021,August,164.3846154
Kaduna,01/09/2021,2021,September,166.6666667
Kaduna,01/10/2021,2021,October,170.1
Kaduna,01/11/2021,2021,November,169.6363636
Kaduna,01/12/2021,2021,December,164.9230769
Kaduna,01/01/2022,2022,January,165.5333333
Kaduna,01/02/2022,2022,February,189.0909091
Kaduna,01/03/2022,2022,March,208.6
Kaduna,01/04/2022,2022,April,197.51
Kaduna,01/05/2022,2022,May,183.25
Kaduna,01/06/2022,2022,June,190.8
Kaduna,01/07/2022,2022,July,193
Kaduna,01/08/2022,2022,August,210.9375
Kaduna,01/09/2022,2022,September,199.62
Kaduna,01/10/2022,2022,October,189.2307692
Kaduna,01/11/2022,2022,November,198.5
Kaduna,01/12/2022,2022,December,207
Kaduna,01/01/2023,2023,January,281.0714286
Kaduna,01/02/2023,2023,February,305.6666667
Kaduna,01/03/2023,2023,March,288.9285714
Kaduna,01/04/2023,2023,April,262.3076923
Kaduna,01/05/2023,2023,May,280
Kaduna,01/06/2023,2023,June,549.5294118
Kaduna,01/07/2023,2023,July,626.75
Kaduna,01/08/2023,2023,August,622.4705882
Kaduna,01/09/2023,2023,September,620.4
Kaduna,01/10/2023,2023,October,642.8571429
Kaduna,01/11/2023,2023,November,620.2941176
Kaduna,01/12/2023,2023,December,673.6666667
Kaduna,01/01/2024,2024,January,640
Kaduna,01/02/2024,2024,February,678.4166667
Kaduna,01/03/2024,2024,March,683.9285714
Kaduna,01/04/2024,2024,April,699.6428571
Kebbi,01/01/2016,2016,January,117.1
Kebbi,01/02/2016,2016,February,111.8
Kebbi,01/03/2016,2016,March,139.8
Kebbi,01/04/2016,2016,April,165.2
Kebbi,01/05/2016,2016,May,147.3
Kebbi,01/06/2016,2016,June,151
Kebbi,01/07/2016,2016,July,152.8
Kebbi,01/08/2016,2016,August,153.2
Kebbi,01/09/2016,2016,September,148
Kebbi,01/10/2016,2016,October,146.6
Kebbi,01/11/2016,2016,November,149.3
Kebbi,01/12/2016,2016,December,151.5
Kebbi,01/01/2017,2017,January,146.9
Kebbi,01/02/2017,2017,February,154.4117647
Kebbi,01/03/2017,2017,March,153.8235294
Kebbi,01/04/2017,2017,April,160.5
Kebbi,01/05/2017,2017,May,157.9473684
Kebbi,01/06/2017,2017,June,157.0588235
Kebbi,01/07/2017,2017,July,145
Kebbi,01/08/2017,2017,August,145
Kebbi,01/09/2017,2017,September,145.6111111
Kebbi,01/10/2017,2017,October,148.55
Kebbi,01/11/2017,2017,November,145
Kebbi,01/12/2017,2017,December,210.0769231
Kebbi,01/01/2018,2018,January,181.3333333
Kebbi,01/02/2018,2018,February,200.25
Kebbi,01/03/2018,2018,March,177.65
Kebbi,01/04/2018,2018,April,163.71
Kebbi,01/05/2018,2018,May,152.22
Kebbi,01/06/2018,2018,June,158.2352941
Kebbi,01/07/2018,2018,July,148.4166667
Kebbi,01/08/2018,2018,August,152.9444444
Kebbi,01/09/2018,2018,September,150
Kebbi,01/10/2018,2018,October,155.2352941
Kebbi,01/11/2018,2018,November,158.2352941
Kebbi,01/12/2018,2018,December,146.1538462
Kebbi,01/01/2019,2019,January,146
Kebbi,01/02/2019,2019,February,145.5555556
Kebbi,01/03/2019,2019,March,146.75
Kebbi,01/04/2019,2019,April,147.0714286
Kebbi,01/05/2019,2019,May,146
Kebbi,01/06/2019,2019,June,146.4285714
Kebbi,01/07/2019,2019,July,145
Kebbi,01/08/2019,2019,August,145.21
Kebbi,01/09/2019,2019,September,146.625
Kebbi,01/10/2019,2019,October,146.2142857
Kebbi,01/11/2019,2019,November,148.2352941
Kebbi,01/12/2019,2019,December,147.6923077
Kebbi,01/01/2020,2020,January,145.78
Kebbi,01/02/2020,2020,February,145.7333333
Kebbi,01/03/2020,2020,March,145
Kebbi,01/04/2020,2020,April,129.1176471
Kebbi,01/05/2020,2020,May,128.7692308
Kebbi,01/06/2020,2020,June,130.6
Kebbi,01/07/2020,2020,July,144.25
Kebbi,01/08/2020,2020,August,153.6470588
Kebbi,01/09/2020,2020,September,158.6470588
Kebbi,01/10/2020,2020,October,166.5
Kebbi,01/11/2020,2020,November,174.4615385
Kebbi,01/12/2020,2020,December,169.9166667
Kebbi,01/01/2021,2021,January,163.6428571
Kebbi,01/02/2021,2021,February,173.0714286
Kebbi,01/03/2021,2021,March,170.4444444
Kebbi,01/04/2021,2021,April,169.5833333
Kebbi,01/05/2021,2021,May,165
Kebbi,01/06/2021,2021,June,165.026
Kebbi,01/07/2021,2021,July,165.024
Kebbi,01/08/2021,2021,August,163
Kebbi,01/09/2021,2021,September,166.5
Kebbi,01/10/2021,2021,October,165.22
Kebbi,01/11/2021,2021,November,165.6
Kebbi,01/12/2021,2021,December,164.4
Kebbi,01/01/2022,2022,January,176.1111111
Kebbi,01/02/2022,2022,February,180
Kebbi,01/03/2022,2022,March,194.1666667
Kebbi,01/04/2022,2022,April,169.06
Kebbi,01/05/2022,2022,May,170
Kebbi,01/06/2022,2022,June,165.3333333
Kebbi,01/07/2022,2022,July,200.1111111
Kebbi,01/08/2022,2022,August,205.1428571
Kebbi,01/09/2022,2022,September,203.08
Kebbi,01/10/2022,2022,October,211
Kebbi,01/11/2022,2022,November,208
Kebbi,01/12/2022,2022,December,211.9230769
Kebbi,01/01/2023,2023,January,270.875
Kebbi,01/02/2023,2023,February,278.1818182
Kebbi,01/03/2023,2023,March,261.1666667
Kebbi,01/04/2023,2023,April,247.2
Kebbi,01/05/2023,2023,May,286.4
Kebbi,01/06/2023,2023,June,545.5555556
Kebbi,01/07/2023,2023,July,628.75
Kebbi,01/08/2023,2023,August,621.875
Kebbi,01/09/2023,2023,September,625.1111111
Kebbi,01/10/2023,2023,October,628.3333333
Kebbi,01/11/2023,2023,November,691
Kebbi,01/12/2023,2023,December,715.625
Kebbi,01/01/2024,2024,January,796.6666667
Kebbi,01/02/2024,2024,February,746.6666667
Kebbi,01/03/2024,2024,March,727.2
Kebbi,01/04/2024,2024,April,722.8571429
Kano,01/01/2016,2016,January,99.1
Kano,01/02/2016,2016,February,90.4
Kano,01/03/2016,2016,March,124.3
Kano,01/04/2016,2016,April,165.1
Kano,01/05/2016,2016,May,145
Kano,01/06/2016,2016,June,145
Kano,01/07/2016,2016,July,144.6
Kano,01/08/2016,2016,August,145
Kano,01/09/2016,2016,September,145
Kano,01/10/2016,2016,October,146
Kano,01/11/2016,2016,November,145.6
Kano,01/12/2016,2016,December,148.5
Kano,01/01/2017,2017,January,145.8
Kano,01/02/2017,2017,February,145
Kano,01/03/2017,2017,March,145
Kano,01/04/2017,2017,April,147.9166667
Kano,01/05/2017,2017,May,145.4166667
Kano,01/06/2017,2017,June,145.2666667
Kano,01/07/2017,2017,July,145
Kano,01/08/2017,2017,August,144.2307692
Kano,01/09/2017,2017,September,144.6428571
Kano,01/10/2017,2017,October,144.2666667
Kano,01/11/2017,2017,November,144.93
Kano,01/12/2017,2017,December,165
Kano,01/01/2018,2018,January,182.1428571
Kano,01/02/2018,2018,February,155
Kano,01/03/2018,2018,March,147.19
Kano,01/04/2018,2018,April,145.16
Kano,01/05/2018,2018,May,144.87
Kano,01/06/2018,2018,June,145.7857143
Kano,01/07/2018,2018,July,144.7777778
Kano,01/08/2018,2018,August,144.8888889
Kano,01/09/2018,2018,September,144.8666667
Kano,01/10/2018,2018,October,145.7857143
Kano,01/11/2018,2018,November,147.7857143
Kano,01/12/2018,2018,December,144.8666667
Kano,01/01/2019,2019,January,145
Kano,01/02/2019,2019,February,145
Kano,01/03/2019,2019,March,145.21
Kano,01/04/2019,2019,April,145.3529412
Kano,01/05/2019,2019,May,145.3529412
Kano,01/06/2019,2019,June,145.3529412
Kano,01/07/2019,2019,July,145.3529412
Kano,01/08/2019,2019,August,145.35
Kano,01/09/2019,2019,September,144.8571429
Kano,01/10/2019,2019,October,145.3529412
Kano,01/11/2019,2019,November,145.7857143
Kano,01/12/2019,2019,December,144.8666667
Kano,01/01/2020,2020,January,144.38
Kano,01/02/2020,2020,February,145.8571429
Kano,01/03/2020,2020,March,145.1875
Kano,01/04/2020,2020,April,135.625
Kano,01/05/2020,2020,May,134.25
Kano,01/06/2020,2020,June,125.5333333
Kano,01/07/2020,2020,July,143.75
Kano,01/08/2020,2020,August,148.9230769
Kano,01/09/2020,2020,September,158.9230769
Kano,01/10/2020,2020,October,160.8571429
Kano,01/11/2020,2020,November,167.7058824
Kano,01/12/2020,2020,December,168.7692308
Kano,01/01/2021,2021,January,163.9090909
Kano,01/02/2021,2021,February,168.7692308
Kano,01/03/2021,2021,March,166.3636364
Kano,01/04/2021,2021,April,177
Kano,01/05/2021,2021,May,167.5555556
Kano,01/06/2021,2021,June,164.2727273
Kano,01/07/2021,2021,July,164.875
Kano,01/08/2021,2021,August,158.75
Kano,01/09/2021,2021,September,164.4
Kano,01/10/2021,2021,October,168.8666667
Kano,01/11/2021,2021,November,168.3076923
Kano,01/12/2021,2021,December,163.5714286
Kano,01/01/2022,2022,January,171.6666667
Kano,01/02/2022,2022,February,175.5555556
Kano,01/03/2022,2022,March,181.6666667
Kano,01/04/2022,2022,April,169.75
Kano,01/05/2022,2022,May,175
Kano,01/06/2022,2022,June,183.5714286
Kano,01/07/2022,2022,July,196.7142857
Kano,01/08/2022,2022,August,200.2857143
Kano,01/09/2022,2022,September,207.5
Kano,01/10/2022,2022,October,210.1428571
Kano,01/11/2022,2022,November,205.0833333
Kano,01/12/2022,2022,December,203.3333333
Kano,01/01/2023,2023,January,286.3636364
Kano,01/02/2023,2023,February,275.5
Kano,01/03/2023,2023,March,290.4166667
Kano,01/04/2023,2023,April,273.3333333
Kano,01/05/2023,2023,May,229.3157895
Kano,01/06/2023,2023,June,561.8181818
Kano,01/07/2023,2023,July,621.5454545
Kano,01/08/2023,2023,August,627
Kano,01/09/2023,2023,September,625
Kano,01/10/2023,2023,October,642.7272727
Kano,01/11/2023,2023,November,668.6363636
Kano,01/12/2023,2023,December,602.7777778
Kano,01/01/2024,2024,January,678.2666667
Kano,01/02/2024,2024,February,675
Kano,01/03/2024,2024,March,685.7142857
Kano,01/04/2024,2024,April,700
Kogi,01/01/2016,2016,January,127.1
Kogi,01/02/2016,2016,February,111.3
Kogi,01/03/2016,2016,March,148.5
Kogi,01/04/2016,2016,April,182
Kogi,01/05/2016,2016,May,148.5
Kogi,01/06/2016,2016,June,148.9
Kogi,01/07/2016,2016,July,146
Kogi,01/08/2016,2016,August,155
Kogi,01/09/2016,2016,September,150.4
Kogi,01/10/2016,2016,October,147.3
Kogi,01/11/2016,2016,November,146.5
Kogi,01/12/2016,2016,December,150
Kogi,01/01/2017,2017,January,144.7
Kogi,01/02/2017,2017,February,152
Kogi,01/03/2017,2017,March,154
Kogi,01/04/2017,2017,April,146.5
Kogi,01/05/2017,2017,May,148.8888889
Kogi,01/06/2017,2017,June,148.9285714
Kogi,01/07/2017,2017,July,146.6666667
Kogi,01/08/2017,2017,August,144.6428571
Kogi,01/09/2017,2017,September,144.625
Kogi,01/10/2017,2017,October,146.6666667
Kogi,01/11/2017,2017,November,145
Kogi,01/12/2017,2017,December,200
Kogi,01/01/2018,2018,January,152.8333333
Kogi,01/02/2018,2018,February,194.8125
Kogi,01/03/2018,2018,March,163.33
Kogi,01/04/2018,2018,April,160.79
Kogi,01/05/2018,2018,May,159.17
Kogi,01/06/2018,2018,June,150.9090909
Kogi,01/07/2018,2018,July,148.8888889
Kogi,01/08/2018,2018,August,150.1333333
Kogi,01/09/2018,2018,September,147.1538462
Kogi,01/10/2018,2018,October,148.3333333
Kogi,01/11/2018,2018,November,147.8571429
Kogi,01/12/2018,2018,December,146.6666667
Kogi,01/01/2019,2019,January,145.8235294
Kogi,01/02/2019,2019,February,145.5
Kogi,01/03/2019,2019,March,146.09
Kogi,01/04/2019,2019,April,147.875
Kogi,01/05/2019,2019,May,146
Kogi,01/06/2019,2019,June,147.9090909
Kogi,01/07/2019,2019,July,143
Kogi,01/08/2019,2019,August,146.75
Kogi,01/09/2019,2019,September,145
Kogi,01/10/2019,2019,October,145.4444444
Kogi,01/11/2019,2019,November,145.1818182
Kogi,01/12/2019,2019,December,147.0833333
Kogi,01/01/2020,2020,January,145.91
Kogi,01/02/2020,2020,February,145.1875
Kogi,01/03/2020,2020,March,145.2222222
Kogi,01/04/2020,2020,April,135.2222222
Kogi,01/05/2020,2020,May,133.0714286
Kogi,01/06/2020,2020,June,135.375
Kogi,01/07/2020,2020,July,143.2222222
Kogi,01/08/2020,2020,August,146.375
Kogi,01/09/2020,2020,September,165.7142857
Kogi,01/10/2020,2020,October,162.8571429
Kogi,01/11/2020,2020,November,165.1538462
Kogi,01/12/2020,2020,December,167.2142857
Kogi,01/01/2021,2021,January,164.5
Kogi,01/02/2021,2021,February,175.8181818
Kogi,01/03/2021,2021,March,182.3846154
Kogi,01/04/2021,2021,April,168
Kogi,01/05/2021,2021,May,168.9166667
Kogi,01/06/2021,2021,June,163
Kogi,01/07/2021,2021,July,167.6363636
Kogi,01/08/2021,2021,August,164.375
Kogi,01/09/2021,2021,September,165.3421053
Kogi,01/10/2021,2021,October,163.6153846
Kogi,01/11/2021,2021,November,170.1666667
Kogi,01/12/2021,2021,December,168.9166667
Kogi,01/01/2022,2022,January,167.54
Kogi,01/02/2022,2022,February,167.875
Kogi,01/03/2022,2022,March,168.9166667
Kogi,01/04/2022,2022,April,202.94
Kogi,01/05/2022,2022,May,168
Kogi,01/06/2022,2022,June,168.3
Kogi,01/07/2022,2022,July,205.2352941
Kogi,01/08/2022,2022,August,202.0909091
Kogi,01/09/2022,2022,September,194.29
Kogi,01/10/2022,2022,October,204.3333333
Kogi,01/11/2022,2022,November,212.3846154
Kogi,01/12/2022,2022,December,216
Kogi,01/01/2023,2023,January,236.5384615
Kogi,01/02/2023,2023,February,236.5384615
Kogi,01/03/2023,2023,March,210
Kogi,01/04/2023,2023,April,206.1111111
Kogi,01/05/2023,2023,May,220.3846154
Kogi,01/06/2023,2023,June,550.8333333
Kogi,01/07/2023,2023,July,549.0909091
Kogi,01/08/2023,2023,August,632.1111111
Kogi,01/09/2023,2023,September,629.4444444
Kogi,01/10/2023,2023,October,640
Kogi,01/11/2023,2023,November,649.1666667
Kogi,01/12/2023,2023,December,660.9090909
Kogi,01/01/2024,2024,January,626.787037
Kogi,01/02/2024,2024,February,675.5
Kogi,01/03/2024,2024,March,690.59375
Kogi,01/04/2024,2024,April,797.7777778
Katsina,01/01/2016,2016,January,95.5
Katsina,01/02/2016,2016,February,88
Katsina,01/03/2016,2016,March,155.6
Katsina,01/04/2016,2016,April,129.4
Katsina,01/05/2016,2016,May,148.4
Katsina,01/06/2016,2016,June,144.9
Katsina,01/07/2016,2016,July,144.8
Katsina,01/08/2016,2016,August,144.5
Katsina,01/09/2016,2016,September,144.7
Katsina,01/10/2016,2016,October,144.8
Katsina,01/11/2016,2016,November,143.8
Katsina,01/12/2016,2016,December,145.5
Katsina,01/01/2017,2017,January,147.8
Katsina,01/02/2017,2017,February,145.625
Katsina,01/03/2017,2017,March,145.9090909
Katsina,01/04/2017,2017,April,145.7692308
Katsina,01/05/2017,2017,May,145
Katsina,01/06/2017,2017,June,150.3333333
Katsina,01/07/2017,2017,July,145
Katsina,01/08/2017,2017,August,144.3846154
Katsina,01/09/2017,2017,September,144.0833333
Katsina,01/10/2017,2017,October,143.7272727
Katsina,01/11/2017,2017,November,144.08
Katsina,01/12/2017,2017,December,160
Katsina,01/01/2018,2018,January,209.3181818
Katsina,01/02/2018,2018,February,160.1538462
Katsina,01/03/2018,2018,March,156.67
Katsina,01/04/2018,2018,April,147.83
Katsina,01/05/2018,2018,May,144.82
Katsina,01/06/2018,2018,June,144.9454545
Katsina,01/07/2018,2018,July,144
Katsina,01/08/2018,2018,August,144.0769231
Katsina,01/09/2018,2018,September,143.625
Katsina,01/10/2018,2018,October,144.4545455
Katsina,01/11/2018,2018,November,144.4545455
Katsina,01/12/2018,2018,December,144.3076923
Katsina,01/01/2019,2019,January,145
Katsina,01/02/2019,2019,February,145
Katsina,01/03/2019,2019,March,145.23
Katsina,01/04/2019,2019,April,143.5
Katsina,01/05/2019,2019,May,142.5
Katsina,01/06/2019,2019,June,144.125
Katsina,01/07/2019,2019,July,142.5
Katsina,01/08/2019,2019,August,142.5
Katsina,01/09/2019,2019,September,145.5
Katsina,01/10/2019,2019,October,145
Katsina,01/11/2019,2019,November,144.4545455
Katsina,01/12/2019,2019,December,144.2307692
Katsina,01/01/2020,2020,January,144
Katsina,01/02/2020,2020,February,145.0347826
Katsina,01/03/2020,2020,March,145.4166667
Katsina,01/04/2020,2020,April,136.25
Katsina,01/05/2020,2020,May,132.6086957
Katsina,01/06/2020,2020,June,135.1818182
Katsina,01/07/2020,2020,July,144.1130435
Katsina,01/08/2020,2020,August,146.4
Katsina,01/09/2020,2020,September,156.4
Katsina,01/10/2020,2020,October,160.25
Katsina,01/11/2020,2020,November,166.2
Katsina,01/12/2020,2020,December,160.25
Katsina,01/01/2021,2021,January,163.25
Katsina,01/02/2021,2021,February,163.25
Katsina,01/03/2021,2021,March,166
Katsina,01/04/2021,2021,April,156.6
Katsina,01/05/2021,2021,May,162.8571429
Katsina,01/06/2021,2021,June,160.8571429
Katsina,01/07/2021,2021,July,164
Katsina,01/08/2021,2021,August,162.5
Katsina,01/09/2021,2021,September,167
Katsina,01/10/2021,2021,October,164.2857143
Katsina,01/11/2021,2021,November,163.2222222
Katsina,01/12/2021,2021,December,165
Katsina,01/01/2022,2022,January,165.3076923
Katsina,01/02/2022,2022,February,166.9
Katsina,01/03/2022,2022,March,170.1428571
Katsina,01/04/2022,2022,April,190.36
Katsina,01/05/2022,2022,May,178.0769231
Katsina,01/06/2022,2022,June,180.7
Katsina,01/07/2022,2022,July,186.75
Katsina,01/08/2022,2022,August,190.5555556
Katsina,01/09/2022,2022,September,192.03
Katsina,01/10/2022,2022,October,195.5172414
Katsina,01/11/2022,2022,November,198.1818182
Katsina,01/12/2022,2022,December,200.3333333
Katsina,01/01/2023,2023,January,246.1111111
