State,Date,Year,Month Name,Diesel Price
Benue,01/06/2016,2016,June,166.6666667
Benue,01/07/2016,2016,July,202.8571429
Benue,01/08/2016,2016,August,210
Benue,01/09/2016,2016,September,210
Benue,01/10/2016,2016,October,189.1666667
Benue,01/11/2016,2016,November,202.1428571
Benue,01/12/2016,2016,December,190
Benue,01/01/2017,2017,January,254.1666667
Benue,01/02/2017,2017,February,255.7142857
Benue,01/03/2017,2017,March,246
Benue,01/04/2017,2017,April,245.35
Benue,01/05/2017,2017,May,231.4285714
Benue,01/06/2017,2017,June,213.3333333
Benue,01/07/2017,2017,July,213
Benue,01/08/2017,2017,August,213.3333333
Benue,01/09/2017,2017,September,186.25
Benue,01/10/2017,2017,October,193.3333333
Benue,01/11/2017,2017,November,210.83
Benue,01/12/2017,2017,December,192.5
Benue,01/01/2018,2018,January,200
Benue,01/02/2018,2018,February,202.125
Benue,01/03/2018,2018,March,213.6363636
Benue,01/04/2018,2018,April,205
Benue,01/05/2018,2018,May,207.5
Benue,01/06/2018,2018,June,200
Benue,01/07/2018,2018,July,206
Benue,01/08/2018,2018,August,218
Benue,01/09/2018,2018,September,206.4459463
Benue,01/10/2018,2018,October,228.3333333
Benue,01/11/2018,2018,November,205
Benue,01/12/2018,2018,December,226
Benue,01/01/2019,2019,January,227.8571429
Benue,01/02/2019,2019,February,216.25
Benue,01/03/2019,2019,March,225
Benue,01/04/2019,2019,April,228.21
Benue,01/05/2019,2019,May,203.3333333
Benue,01/06/2019,2019,June,224
Benue,01/07/2019,2019,July,231.25
Benue,01/08/2019,2019,August,231.25
Benue,01/09/2019,2019,September,241.75
Benue,01/10/2019,2019,October,265
Benue,01/11/2019,2019,November,258.75
Benue,01/12/2019,2019,December,266.25
Benue,01/01/2020,2020,January,251.6666667
Benue,01/02/2020,2020,February,246.1248987
Benue,01/03/2020,2020,March,241.6666667
Benue,01/04/2020,2020,April,232.5
Benue,01/05/2020,2020,May,213.5714286
Benue,01/06/2020,2020,June,223
Benue,01/07/2020,2020,July,233
Benue,01/08/2020,2020,August,232
Benue,01/09/2020,2020,September,229
Benue,01/10/2020,2020,October,240.5084563
Benue,01/11/2020,2020,November,263.3333333
Benue,01/12/2020,2020,December,246.6666667
Benue,01/01/2021,2021,January,247.5
Benue,01/02/2021,2021,February,232.874
Benue,01/03/2021,2021,March,264.91
Benue,01/04/2021,2021,April,264.75
Benue,01/05/2021,2021,May,256.1666667
Benue,01/06/2021,2021,June,253.3333333
Benue,01/07/2021,2021,July,266.6666667
Benue,01/08/2021,2021,August,246.8
Benue,01/09/2021,2021,September,239.0616667
Benue,01/10/2021,2021,October,246
Benue,01/11/2021,2021,November,251.8
Benue,01/12/2021,2021,December,302.5
Benue,01/01/2022,2022,January,248.3333333
Benue,01/02/2022,2022,February,303.3333333
Benue,01/03/2022,2022,March,518
Benue,01/04/2022,2022,April,662.5
Benue,01/05/2022,2022,May,635
Benue,01/06/2022,2022,June,728.5714286
Benue,01/07/2022,2022,July,745
Benue,01/08/2022,2022,August,780
Benue,01/09/2022,2022,September,750
Benue,01/10/2022,2022,October,750
Benue,01/11/2022,2022,November,772
Benue,01/12/2022,2022,December,777.5
Benue,01/12/2023,2023,December,1180
Benue,01/01/2023,2023,January,1183.89
Benue,01/02/2023,2023,February,1230
Benue,01/03/2023,2023,March,1244.69
Benue,01/04/2023,2023,April,1456.25
Borno,01/06/2015,2015,June,189.2857143
Borno,01/07/2015,2015,July,168
Borno,01/08/2015,2015,August,165.5
Borno,01/09/2015,2015,September,166
Borno,01/10/2015,2015,October,160
Borno,01/11/2015,2015,November,175.5
Borno,01/12/2015,2015,December,193.7666667
Borno,01/01/2016,2016,January,167
Borno,01/02/2016,2016,February,168.25
Borno,01/03/2016,2016,March,155
Borno,01/04/2016,2016,April,165
Borno,01/05/2016,2016,May,165
Borno,01/06/2016,2016,June,221.6666667
Borno,01/07/2016,2016,July,225
Borno,01/08/2016,2016,August,195
Borno,01/09/2016,2016,September,201.25
Borno,01/10/2016,2016,October,192
Borno,01/11/2016,2016,November,206.25
Borno,01/12/2016,2016,December,197.5
Borno,01/01/2017,2017,January,220.9090909
Borno,01/02/2017,2017,February,271
Borno,01/03/2017,2017,March,224
Borno,01/04/2017,2017,April,224
Borno,01/05/2017,2017,May,206.25
Borno,01/06/2017,2017,June,213.3333333
Borno,01/07/2017,2017,July,218
Borno,01/08/2017,2017,August,214.5
Borno,01/09/2017,2017,September,190.5555556
Borno,01/10/2017,2017,October,189.6875
Borno,01/11/2017,2017,November,194.28
Borno,01/12/2017,2017,December,222.75
Borno,01/01/2018,2018,January,203.5714286
Borno,01/02/2018,2018,February,212
Borno,01/03/2018,2018,March,213.3333333
Borno,01/04/2018,2018,April,213.8888889
Borno,01/05/2018,2018,May,220.25
Borno,01/06/2018,2018,June,218.8888889
Borno,01/07/2018,2018,July,247.5
Borno,01/08/2018,2018,August,242.8571429
Borno,01/09/2018,2018,September,245.8333333
Borno,01/10/2018,2018,October,203.5714286
Borno,01/11/2018,2018,November,238.8888889
Borno,01/12/2018,2018,December,235.3333333
Borno,01/01/2019,2019,January,243.6666667
Borno,01/02/2019,2019,February,243.6666667
Borno,01/03/2019,2019,March,246.6666667
Borno,01/04/2019,2019,April,249.5
Borno,01/05/2019,2019,May,266.6666667
Borno,01/06/2019,2019,June,266.6666667
Borno,01/07/2019,2019,July,258.8888889
Borno,01/08/2019,2019,August,271
Borno,01/09/2019,2019,September,271
Borno,01/10/2019,2019,October,257.9166667
Borno,01/11/2019,2019,November,255.4285714
Borno,01/12/2019,2019,December,257.3636364
Borno,01/01/2020,2020,January,245
Borno,01/02/2020,2020,February,255.625
Borno,01/03/2020,2020,March,240
Borno,01/04/2020,2020,April,240
Borno,01/05/2020,2020,May,222
Borno,01/06/2020,2020,June,253.0201671
Borno,01/07/2020,2020,July,263.4
Borno,01/08/2020,2020,August,257.9166667
Borno,01/09/2020,2020,September,256.875
Borno,01/10/2020,2020,October,255.4285714
Borno,01/11/2020,2020,November,248.5
Borno,01/12/2020,2020,December,248.5
Borno,01/01/2021,2021,January,255.4285714
Borno,01/02/2021,2021,February,248.5
Borno,01/03/2021,2021,March,275.3
Borno,01/04/2021,2021,April,255.4285714
Borno,01/05/2021,2021,May,248.5
Borno,01/06/2021,2021,June,255.4285714
Borno,01/07/2021,2021,July,290.375
Borno,01/08/2021,2021,August,289
Borno,01/09/2021,2021,September,289
Borno,01/10/2021,2021,October,278.5
Borno,01/11/2021,2021,November,248.5
Borno,01/12/2021,2021,December,340
Borno,01/01/2022,2022,January,248.5
Borno,01/02/2022,2022,February,265.5
Borno,01/03/2022,2022,March,432
Borno,01/04/2022,2022,April,648.5
Borno,01/05/2022,2022,May,650
Borno,01/06/2022,2022,June,762.5
Borno,01/07/2022,2022,July,788.5
Borno,01/08/2022,2022,August,790.25
Borno,01/09/2022,2022,September,798.5
Borno,01/10/2022,2022,October,775
Borno,01/11/2022,2022,November,780.5
Borno,01/12/2022,2022,December,785
Borno,01/12/2023,2023,December,1110.76
Borno,01/01/2023,2023,January,927.27
Borno,01/02/2023,2023,February,1200
Borno,01/03/2023,2023,March,1311.11
Borno,01/04/2023,2023,April,1652.61
Cross River,01/06/2015,2015,June,136.6666667
Cross River,01/07/2015,2015,July,158
Cross River,01/08/2015,2015,August,163.0769231
Cross River,01/09/2015,2015,September,164.2857143
Cross River,01/10/2015,2015,October,170
Cross River,01/11/2015,2015,November,164.5631829
Cross River,01/12/2015,2015,December,161.25
Cross River,01/01/2016,2016,January,169.1666667
Cross River,01/02/2016,2016,February,160
Cross River,01/03/2016,2016,March,153.5714286
Cross River,01/04/2016,2016,April,202.8571429
Cross River,01/05/2016,2016,May,188.125
Cross River,01/06/2016,2016,June,181.1111111
Cross River,01/07/2016,2016,July,202.8571429
Cross River,01/08/2016,2016,August,198.6363636
Cross River,01/09/2016,2016,September,187.7777778
Cross River,01/10/2016,2016,October,185.2631579
Cross River,01/11/2016,2016,November,188.6363636
Cross River,01/12/2016,2016,December,209.0909091
Cross River,01/01/2017,2017,January,256.3636364
Cross River,01/02/2017,2017,February,250
Cross River,01/03/2017,2017,March,227.0833333
Cross River,01/04/2017,2017,April,232.3529412
Cross River,01/05/2017,2017,May,222.6923077
Cross River,01/06/2017,2017,June,214
Cross River,01/07/2017,2017,July,203.3333333
Cross River,01/08/2017,2017,August,205.4375
Cross River,01/09/2017,2017,September,187.3076923
Cross River,01/10/2017,2017,October,190.2941176
Cross River,01/11/2017,2017,November,184.09
Cross River,01/12/2017,2017,December,213.5714286
Cross River,01/01/2018,2018,January,223.4210526
Cross River,01/02/2018,2018,February,211.8823529
Cross River,01/03/2018,2018,March,210.8571429
Cross River,01/04/2018,2018,April,199.2307692
Cross River,01/05/2018,2018,May,200.625
Cross River,01/06/2018,2018,June,195.1176471
Cross River,01/07/2018,2018,July,191.4666667
Cross River,01/08/2018,2018,August,195
Cross River,01/09/2018,2018,September,203.1990273
Cross River,01/10/2018,2018,October,224.1666667
Cross River,01/11/2018,2018,November,229.75
Cross River,01/12/2018,2018,December,230
Cross River,01/01/2019,2019,January,233.5294118
Cross River,01/02/2019,2019,February,233.6666667
Cross River,01/03/2019,2019,March,232.8333333
Cross River,01/05/2019,2019,May,245.2777778
Cross River,01/06/2019,2019,June,234.11
Cross River,01/07/2019,2019,July,229.4285714
Cross River,01/08/2019,2019,August,241.42
Cross River,01/09/2019,2019,September,240.3846154
Cross River,01/10/2019,2019,October,241.4285714
Cross River,01/11/2019,2019,November,231.0714286
Cross River,01/12/2019,2019,December,235
Cross River,01/01/2020,2020,January,231.5384615
Cross River,01/02/2020,2020,February,234.375
Cross River,01/03/2020,2020,March,234.4117647
Cross River,01/04/2020,2020,April,236.197421
Cross River,01/05/2020,2020,May,227.6470588
Cross River,01/06/2020,2020,June,229.1666667
Cross River,01/07/2020,2020,July,239.1176471
Cross River,01/08/2020,2020,August,228.3333333
Cross River,01/09/2020,2020,September,219.2307692
Cross River,01/10/2020,2020,October,230.3571429
Cross River,01/11/2020,2020,November,226.1875
Cross River,01/12/2020,2020,December,225.7142857
Cross River,01/01/2021,2021,January,210
Cross River,01/02/2021,2021,February,230.2941176
Cross River,01/03/2021,2021,March,244.2857143
Cross River,01/04/2021,2021,April,239.1666667
Cross River,01/05/2021,2021,May,237.9166667
Cross River,01/06/2021,2021,June,242.5
Cross River,01/07/2021,2021,July,257.5
Cross River,01/08/2021,2021,August,266.9230769
Cross River,01/09/2021,2021,September,273.75
Cross River,01/10/2021,2021,October,266.5384615
Cross River,01/11/2021,2021,November,284.1176471
Cross River,01/12/2021,2021,December,300
Cross River,01/01/2022,2022,January,299.5833333
Cross River,01/02/2022,2022,February,346.3333333
Cross River,01/03/2022,2022,March,561.5625
Cross River,01/04/2022,2022,April,626.875
Cross River,01/05/2022,2022,May,675.3846154
Cross River,01/06/2022,2022,June,685.8823529
Cross River,01/07/2022,2022,July,778
Cross River,01/08/2022,2022,August,782.7272727
Cross River,01/09/2022,2022,September,759.375
Cross River,01/10/2022,2022,October,796.1538462
Cross River,01/11/2022,2022,November,807.2727273
Cross River,01/12/2022,2022,December,813.3333333
Cross River,01/12/2023,2023,December,1108.75
Cross River,01/01/2023,2023,January,1154.29
Cross River,01/02/2023,2023,February,1433.33
Cross River,01/03/2023,2023,March,1532.71
Cross River,01/04/2023,2023,April,1531.25
Delta,01/06/2015,2015,June,140
Delta,01/07/2015,2015,July,127.0833333
Delta,01/08/2015,2015,August,136
Delta,01/09/2015,2015,September,146.4166667
Delta,01/10/2015,2015,October,145.7272727
Delta,01/11/2015,2015,November,162.4874436
Delta,01/12/2015,2015,December,185.625
Delta,01/01/2016,2016,January,142.5
Delta,01/02/2016,2016,February,148.6666667
Delta,01/03/2016,2016,March,135.8333333
Delta,01/04/2016,2016,April,137
Delta,01/05/2016,2016,May,138.75
Delta,01/06/2016,2016,June,180
Delta,01/07/2016,2016,July,203.75
Delta,01/08/2016,2016,August,197.3076923
Delta,01/09/2016,2016,September,183.1818182
Delta,01/10/2016,2016,October,187.7272727
Delta,01/11/2016,2016,November,182.9166667
Delta,01/12/2016,2016,December,198.0769231
Delta,01/01/2017,2017,January,256.7692308
Delta,01/02/2017,2017,February,253.75
Delta,01/03/2017,2017,March,241.3636364
Delta,01/04/2017,2017,April,225.5
Delta,01/05/2017,2017,May,200.8333333
Delta,01/06/2017,2017,June,191.25
Delta,01/07/2017,2017,July,180
Delta,01/08/2017,2017,August,212.3333333
Delta,01/09/2017,2017,September,184.1666667
Delta,01/10/2017,2017,October,190.0588235
Delta,01/11/2017,2017,November,182.91
Delta,01/12/2017,2017,December,200.5833333
Delta,01/01/2018,2018,January,202.5
Delta,01/02/2018,2018,February,198.4615385
Delta,01/03/2018,2018,March,189.5833333
Delta,01/04/2018,2018,April,190.7692308
Delta,01/05/2018,2018,May,199.6153846
Delta,01/06/2018,2018,June,200.7857143
Delta,01/07/2018,2018,July,200.5384615
Delta,01/08/2018,2018,August,205
Delta,01/09/2018,2018,September,198.3403284
Delta,01/10/2018,2018,October,216.25
Delta,01/11/2018,2018,November,223.3333333
Delta,01/12/2018,2018,December,223.8888889
Delta,01/01/2019,2019,January,228.8461538
Delta,01/02/2019,2019,February,233.6666667
Delta,01/03/2019,2019,March,223.0769231
Delta,01/04/2019,2019,April,222.21
Delta,01/05/2019,2019,May,223.6363636
Delta,01/06/2019,2019,June,223.0769231
Delta,01/07/2019,2019,July,214.6153846
Delta,01/08/2019,2019,August,217
Delta,01/09/2019,2019,September,216.9230769
Delta,01/10/2019,2019,October,217.2727273
Delta,01/11/2019,2019,November,214.2307692
Delta,01/12/2019,2019,December,215.3846154
Delta,01/01/2020,2020,January,210.9090909
Delta,01/02/2020,2020,February,213.4615385
Delta,01/03/2020,2020,March,217.5
Delta,01/04/2020,2020,April,215.5384615
Delta,01/05/2020,2020,May,216.6009434
Delta,01/06/2020,2020,June,216.0247464
Delta,01/07/2020,2020,July,206
Delta,01/08/2020,2020,August,211.3333333
Delta,01/09/2020,2020,September,201.7272727
Delta,01/10/2020,2020,October,215.4807692
Delta,01/11/2020,2020,November,212.8003358
Delta,01/12/2020,2020,December,214.4615385
Delta,01/01/2021,2021,January,214.1818182
Delta,01/02/2021,2021,February,218.0714286
Delta,01/03/2021,2021,March,229.4166667
Delta,01/04/2021,2021,April,231.9230769
Delta,01/05/2021,2021,May,215.5197225
Delta,01/06/2021,2021,June,240
Delta,01/07/2021,2021,July,240
Delta,01/08/2021,2021,August,248.8461538
Delta,01/09/2021,2021,September,262.6666667
Delta,01/10/2021,2021,October,268.3636364
Delta,01/11/2021,2021,November,285
Delta,01/12/2021,2021,December,288.0269528
Delta,01/01/2022,2022,January,314
Delta,01/02/2022,2022,February,355.3846154
Delta,01/03/2022,2022,March,575
Delta,01/04/2022,2022,April,600.6
Delta,01/05/2022,2022,May,624.4444444
Delta,01/06/2022,2022,June,798.5
Delta,01/07/2022,2022,July,790.8333333
Delta,01/08/2022,2022,August,790.6666667
Delta,01/09/2022,2022,September,797.8571429
Delta,01/10/2022,2022,October,783.3333333
Delta,01/11/2022,2022,November,793.1666667
Delta,01/12/2022,2022,December,818.5714286
Delta,01/12/2023,2023,December,1021.47
Delta,01/01/2023,2023,January,1091.43
Delta,01/02/2023,2023,February,1241.67
Delta,01/03/2023,2023,March,1400.43
Delta,01/04/2023,2023,April,1431.25
Ebonyi,01/06/2015,2015,June,168.9556613
Ebonyi,01/07/2015,2015,July,144.7142857
Ebonyi,01/08/2015,2015,August,143
Ebonyi,01/09/2015,2015,September,146.6666667
Ebonyi,01/10/2015,2015,October,143.5714286
Ebonyi,01/11/2015,2015,November,160.7142857
Ebonyi,01/12/2015,2015,December,160.8333333
Ebonyi,01/01/2016,2016,January,160.7142857
Ebonyi,01/02/2016,2016,February,147.8571429
Ebonyi,01/03/2016,2016,March,148.5714286
Ebonyi,01/04/2016,2016,April,152.8333333
Ebonyi,01/05/2016,2016,May,145
Ebonyi,01/06/2016,2016,June,180
Ebonyi,01/07/2016,2016,July,202.8571429
Ebonyi,01/08/2016,2016,August,192.4285714
Ebonyi,01/09/2016,2016,September,185
Ebonyi,01/10/2016,2016,October,190
Ebonyi,01/11/2016,2016,November,193.3333333
Ebonyi,01/12/2016,2016,December,197.8571429
Ebonyi,01/01/2017,2017,January,240.7692308
Ebonyi,01/02/2017,2017,February,272.5
Ebonyi,01/03/2017,2017,March,217.5
Ebonyi,01/04/2017,2017,April,220
Ebonyi,01/05/2017,2017,May,202.5
Ebonyi,01/06/2017,2017,June,200
Ebonyi,01/07/2017,2017,July,180.7142857
Ebonyi,01/08/2017,2017,August,174.2857143
Ebonyi,01/09/2017,2017,September,185
Ebonyi,01/10/2017,2017,October,206
Ebonyi,01/11/2017,2017,November,196.42
Ebonyi,01/12/2017,2017,December,205
Ebonyi,01/01/2018,2018,January,206.6666667
Ebonyi,01/02/2018,2018,February,213.5714286
Ebonyi,01/03/2018,2018,March,199.1666667
Ebonyi,01/04/2018,2018,April,192.1428571
Ebonyi,01/05/2018,2018,May,195
Ebonyi,01/06/2018,2018,June,195.7142857
Ebonyi,01/07/2018,2018,July,193.8333333
Ebonyi,01/08/2018,2018,August,195
Ebonyi,01/09/2018,2018,September,219.2857143
Ebonyi,01/10/2018,2018,October,215
Ebonyi,01/11/2018,2018,November,217
Ebonyi,01/12/2018,2018,December,239
Ebonyi,01/01/2019,2019,January,239.2857143
Ebonyi,01/02/2019,2019,February,235.7142857
Ebonyi,01/03/2019,2019,March,237.8571429
Ebonyi,01/04/2019,2019,April,237.9
Ebonyi,01/05/2019,2019,May,235
Ebonyi,01/06/2019,2019,June,207.5
Ebonyi,01/07/2019,2019,July,212.1428571
Ebonyi,01/08/2019,2019,August,230.33
Ebonyi,01/09/2019,2019,September,224.2459238
Ebonyi,01/10/2019,2019,October,231.4285714
Ebonyi,01/11/2019,2019,November,234.1666667
Ebonyi,01/12/2019,2019,December,230.7142857
Ebonyi,01/01/2020,2020,January,236.6666667
Ebonyi,01/02/2020,2020,February,228.75
Ebonyi,01/03/2020,2020,March,230.8333333
Ebonyi,01/04/2020,2020,April,232.5
Ebonyi,01/05/2020,2020,May,215
Ebonyi,01/06/2020,2020,June,226.004119
Ebonyi,01/07/2020,2020,July,217.5
Ebonyi,01/08/2020,2020,August,215.8333333
Ebonyi,01/09/2020,2020,September,211.25
Ebonyi,01/10/2020,2020,October,216.2
Ebonyi,01/11/2020,2020,November,219.1666667
Ebonyi,01/12/2020,2020,December,204.4444444
Ebonyi,01/01/2021,2021,January,218.3333333
Ebonyi,01/02/2021,2021,February,222.8571429
Ebonyi,01/03/2021,2021,March,242.5
Ebonyi,01/04/2021,2021,April,252.5
Ebonyi,01/05/2021,2021,May,241
Ebonyi,01/06/2021,2021,June,250.8333333
Ebonyi,01/07/2021,2021,July,243.3333333
Ebonyi,01/08/2021,2021,August,271.25
Ebonyi,01/09/2021,2021,September,273.3333333
Ebonyi,01/10/2021,2021,October,258
Ebonyi,01/11/2021,2021,November,302.1428571
Ebonyi,01/12/2021,2021,December,315.7142857
Ebonyi,01/01/2022,2022,January,343
Ebonyi,01/02/2022,2022,February,346.25
Ebonyi,01/03/2022,2022,March,644
Ebonyi,01/04/2022,2022,April,695
Ebonyi,01/05/2022,2022,May,680.7142857
Ebonyi,01/06/2022,2022,June,777.5
Ebonyi,01/07/2022,2022,July,851.4285714
Ebonyi,01/08/2022,2022,August,861.6666667
Ebonyi,01/09/2022,2022,September,849
Ebonyi,01/10/2022,2022,October,858.3333333
Ebonyi,01/11/2022,2022,November,869
Ebonyi,01/12/2022,2022,December,869.25
Ebonyi,01/12/2023,2023,December,1141.67
Ebonyi,01/01/2023,2023,January,1158.33
Ebonyi,01/02/2023,2023,February,1265.7
Ebonyi,01/03/2023,2023,March,1392.27
Ebonyi,01/04/2023,2023,April,1415.33
Edo,01/06/2015,2015,June,138.3333333
Edo,01/07/2015,2015,July,128.5714286
Edo,01/08/2015,2015,August,146.25
Edo,01/09/2015,2015,September,147.1428571
Edo,01/10/2015,2015,October,133.8888889
Edo,01/11/2015,2015,November,162.5037929
Edo,01/12/2015,2015,December,157.7272727
Edo,01/01/2016,2016,January,154.4444444
Edo,01/02/2016,2016,February,143.2142857
Edo,01/03/2016,2016,March,135.5
Edo,01/04/2016,2016,April,142.5
Edo,01/05/2016,2016,May,140
Edo,01/06/2016,2016,June,179.6153846
Edo,01/07/2016,2016,July,200
Edo,01/08/2016,2016,August,200.4545455
Edo,01/09/2016,2016,September,193.0769231
Edo,01/10/2016,2016,October,188.2307692
Edo,01/11/2016,2016,November,194.1666667
Edo,01/12/2016,2016,December,206.1818182
Edo,01/01/2017,2017,January,227.7777778
Edo,01/02/2017,2017,February,261.25
Edo,01/03/2017,2017,March,248.8461538
Edo,01/04/2017,2017,April,212.7272727
Edo,01/05/2017,2017,May,202
Edo,01/06/2017,2017,June,195.3571429
Edo,01/07/2017,2017,July,184.6875
Edo,01/08/2017,2017,August,194.7222222
Edo,01/09/2017,2017,September,183.9285714
Edo,01/10/2017,2017,October,199.5
Edo,01/11/2017,2017,November,189.16
Edo,01/12/2017,2017,December,195
Edo,01/01/2018,2018,January,204.5714286
Edo,01/02/2018,2018,February,206.6666667
Edo,01/03/2018,2018,March,197.7777778
Edo,01/04/2018,2018,April,198.75
Edo,01/05/2018,2018,May,195.3333333
Edo,01/06/2018,2018,June,188.2142857
Edo,01/07/2018,2018,July,189.6666667
Edo,01/08/2018,2018,August,198
Edo,01/09/2018,2018,September,197.2811763
Edo,01/10/2018,2018,October,229.75
Edo,01/11/2018,2018,November,238.3846154
Edo,01/12/2018,2018,December,217.0833333
Edo,01/01/2019,2019,January,228.0769231
Edo,01/02/2019,2019,February,222.5833333
Edo,01/03/2019,2019,March,229
Edo,01/04/2019,2019,April,230.1
Edo,01/05/2019,2019,May,226.9166667
Edo,01/06/2019,2019,June,229
Edo,01/07/2019,2019,July,225
Edo,01/08/2019,2019,August,223.1
Edo,01/09/2019,2019,September,224
Edo,01/10/2019,2019,October,216.9230769
Edo,01/11/2019,2019,November,233.2307692
Edo,01/12/2019,2019,December,237.3076923
Edo,01/01/2020,2020,January,234.9090909
Edo,01/02/2020,2020,February,223.5454545
Edo,01/03/2020,2020,March,221.5833333
Edo,01/04/2020,2020,April,208.2222222
Edo,01/05/2020,2020,May,209.5384615
Edo,01/06/2020,2020,June,202.8333333
Edo,01/07/2020,2020,July,221.4397266
Edo,01/08/2020,2020,August,221.4397266
Edo,01/09/2020,2020,September,211.6666667
Edo,01/10/2020,2020,October,199.5384615
Edo,01/11/2020,2020,November,207
Edo,01/12/2020,2020,December,202.4
Edo,01/01/2021,2021,January,211.7
Edo,01/02/2021,2021,February,218.1666667
Edo,01/03/2021,2021,March,231.7777778
Edo,01/04/2021,2021,April,249.8
Edo,01/05/2021,2021,May,250.4285714
Edo,01/06/2021,2021,June,264.1818182
Edo,01/07/2021,2021,July,260.8181818
Edo,01/08/2021,2021,August,256.9230769
Edo,01/09/2021,2021,September,273
Edo,01/10/2021,2021,October,254.0754939
Edo,01/11/2021,2021,November,329
Edo,01/12/2021,2021,December,324.5384615
Edo,01/01/2022,2022,January,331.6428571
Edo,01/02/2022,2022,February,373.1818182
Edo,01/03/2022,2022,March,632.5
Edo,01/04/2022,2022,April,620.8571429
Edo,01/05/2022,2022,May,625.4545455
Edo,01/06/2022,2022,June,700
Edo,01/07/2022,2022,July,760
Edo,01/08/2022,2022,August,775.8333333
Edo,01/09/2022,2022,September,779.0909091
Edo,01/10/2022,2022,October,765.9090909
Edo,01/11/2022,2022,November,785
Edo,01/12/2022,2022,December,786.6666667
Edo,01/12/2023,2023,December,1187.5
Edo,01/01/2023,2023,January,1210
Edo,01/02/2023,2023,February,1383.33
Edo,01/03/2023,2023,March,1566.67
Edo,01/04/2023,2023,April,1443.75
Ekiti,01/06/2015,2015,June,149.5833333
Ekiti,01/07/2015,2015,July,145.3846154
Ekiti,01/08/2015,2015,August,150.3571429
Ekiti,01/09/2015,2015,September,156.6666667
Ekiti,01/10/2015,2015,October,152.5
Ekiti,01/11/2015,2015,November,155.3571429
Ekiti,01/12/2015,2015,December,153.125
Ekiti,01/01/2016,2016,January,155.4166667
Ekiti,01/02/2016,2016,February,155
Ekiti,01/03/2016,2016,March,151.4705882
Ekiti,01/04/2016,2016,April,151.2
Ekiti,01/05/2016,2016,May,145.8333333
Ekiti,01/06/2016,2016,June,175
Ekiti,01/07/2016,2016,July,204.4117647
Ekiti,01/08/2016,2016,August,198.3333333
Ekiti,01/09/2016,2016,September,197.3684211
Ekiti,01/10/2016,2016,October,193.3
Ekiti,01/11/2016,2016,November,196.1111111
Ekiti,01/12/2016,2016,December,195.9375
Ekiti,01/01/2017,2017,January,242.5555556
Ekiti,01/02/2017,2017,February,244.7058824
Ekiti,01/03/2017,2017,March,241.9230769
Ekiti,01/04/2017,2017,April,238.3333333
Ekiti,01/05/2017,2017,May,208.125
Ekiti,01/06/2017,2017,June,216.3333333
Ekiti,01/07/2017,2017,July,199.7368421
Ekiti,01/08/2017,2017,August,194.6428571
Ekiti,01/09/2017,2017,September,192.3333333
Ekiti,01/10/2017,2017,October,211.5384615
Ekiti,01/11/2017,2017,November,184.56
Ekiti,01/12/2017,2017,December,194.8
Ekiti,01/01/2018,2018,January,197.8125
Ekiti,01/02/2018,2018,February,198.125
Ekiti,01/03/2018,2018,March,203.8823529
Ekiti,01/04/2018,2018,April,203.8095238
Ekiti,01/05/2018,2018,May,200.2941176
Ekiti,01/06/2018,2018,June,203.8888889
Ekiti,01/07/2018,2018,July,206.7857143
Ekiti,01/08/2018,2018,August,203.25
Ekiti,01/09/2018,2018,September,200.3333333
Ekiti,01/10/2018,2018,October,206.1764706
Ekiti,01/11/2018,2018,November,202.6470588
Ekiti,01/12/2018,2018,December,211.875
Ekiti,01/01/2019,2019,January,203.5714286
Ekiti,01/02/2019,2019,February,205.7222222
Ekiti,01/03/2019,2019,March,203.9473684
Ekiti,01/04/2019,2019,April,204.4
Ekiti,01/05/2019,2019,May,206.65
Ekiti,01/06/2019,2019,June,206.1764706
Ekiti,01/07/2019,2019,July,204.7058824
Ekiti,01/08/2019,2019,August,206
Ekiti,01/09/2019,2019,September,200.3333333
Ekiti,01/10/2019,2019,October,211.25
Ekiti,01/11/2019,2019,November,218.125
Ekiti,01/12/2019,2019,December,215
Ekiti,01/01/2020,2020,January,219.9047619
Ekiti,01/02/2020,2020,February,219.1
Ekiti,01/03/2020,2020,March,220.9090909
Ekiti,01/04/2020,2020,April,224.1666667
Ekiti,01/05/2020,2020,May,202.8571429
Ekiti,01/06/2020,2020,June,212.2341185
Ekiti,01/07/2020,2020,July,205.2
Ekiti,01/08/2020,2020,August,212.1566289
Ekiti,01/09/2020,2020,September,209.1176471
Ekiti,01/10/2020,2020,October,202.5
Ekiti,01/11/2020,2020,November,204.5833333
Ekiti,01/12/2020,2020,December,203.25
Ekiti,01/01/2021,2021,January,202.7857143
Ekiti,01/02/2021,2021,February,207.8571429
Ekiti,01/03/2021,2021,March,215.3571429
Ekiti,01/04/2021,2021,April,226.2352941
Ekiti,01/05/2021,2021,May,250.1333333
Ekiti,01/06/2021,2021,June,235.4
Ekiti,01/07/2021,2021,July,238.5
Ekiti,01/08/2021,2021,August,266.25
Ekiti,01/09/2021,2021,September,249.6428571
Ekiti,01/10/2021,2021,October,257.5
Ekiti,01/11/2021,2021,November,263.8235294
Ekiti,01/12/2021,2021,December,278.7333333
Ekiti,01/01/2022,2022,January,306.4285714
Ekiti,01/02/2022,2022,February,312.1428571
Ekiti,01/03/2022,2022,March,672.1428571
Ekiti,01/04/2022,2022,April,700.6153846
Ekiti,01/05/2022,2022,May,716.1538462
